label,text,clean_text_adv
pos,Last day at work! This time for real :D No more summer jobs! But school starts in three weeks :/ #mysummer #happy,last day work time real summer job school start three week mysummer happy
neg,@selenagomez i miss your tweet spree oh :(,selenagomez miss tweet spree oh
pos,"Waiting patiently for mr. crush :) but first, let me go to sleep 😴",wait patiently mr crush first let go sleep 😴
neg,please bring me back :( http://t.co/BLZEq3EqBe,please bring back
neg,what usually happens :( https://t.co/6o3ZgNOnvh,usually happen
neg,@lukepottermusic u did not greet me on my birthday :( i even dmed u :'(,lukepottermusic u greet birthday even dmed u
pos,Aww! Thank you. Beautiful pic :D  https://t.co/044Hfi99Rc,aww thank beautiful pic
neg,@KOVENuk Aww. Poor frog :(,kovenuk aww poor frog
neg,I rlyyyy wanna get my septum pierced but my mum won't let me :(,rlyyyy wan na get septum pierce mum let
neg,Looking for fun? KIK : slacke565 #kik #kikmeguys #blonde #kikchat #sexy #mpoints #kiksexting :( http://t.co/LReixn2h5o,look fun kik slacke565 kik kikmeguys blonde kikchat sexy mpoints kiksexting
neg,@GODDAMMlT SRSLY FUCK U UNFOLLOWER HOPE UR FUTURE CHILD UNPARENTS U &gt;:-(,goddammlt srsly fuck u unfollower hope ur future child unparents u gt
pos,Here's a cute panda to make your day! :) http://t.co/jeVWqXIK1r http://t.co/DIL4YjCadQ,here cute panda make day
neg,@tmhcuddly awwww KATEKYN :( I wish you could get it back,tmhcuddly awwww katekyn wish could get back
neg,can't go back to sleep :((,go back sleep
pos,@MegAnDrewsGlobe @outboundapp thanks for sharing! Enjoy the app! Wishing you a wicked weekend :),megandrewsglobe outboundapp thanks share enjoy app wish wicked weekend
pos,"To cleanse the scam ridden body Vyapam going to be renamed.
What an idea!!! :D:D",cleanse scam ridden body vyapam go rename idea dd
pos,Off to Stockholm to see @EllinorKronsell tonight :) :*,stockholm see ellinorkronsell tonight
pos,@EricJLyman @USATODAY @Peirce77 @shawshanck @BicyclistAbroad Thanks Eric for the mention. ou may not have wanted to do that considering.. :),ericjlyman usatoday peirce77 shawshanck bicyclistabroad thanks eric mention ou may want consider
neg,@Ironlings_  Sorry Mr 25 :(,ironlings sorry mr 25
neg,It's because too broke for the bomb weave I want. :(,break bomb weave want
neg,"@mermaid_bl00d haha aw, I miss you too! Haven't seen you for agessss :(((",mermaidbl00d haha aw miss see agessss
neg,"@neillcameron aw man, get better soon :(",neillcameron aw man get good soon
pos,@bbc PICK ME PLEASE! :) http://t.co/SOv2AdwnBd,bbc pick please
neg,Having a bad headache right before a trip :(,bad headache right trip
pos,Oh lovely lovelayyy! Thanks! It is ok about the kidney.. I don't want it anyway. :p https://t.co/ZbO0cjqhzG,oh lovely lovelayyy thanks ok kidney want anyway p
pos,@sehunshinedaily if it makes u feel better i never have nor will see anyone in kpop in the flesh :D,sehunshinedaily make u feel well never see anyone kpop flesh
pos,"New phone, today was cool :)",new phone today cool
pos,"Have a blessed friday :)
#جمعة_مباركة",bless friday جمعةمباركة
pos,Dang that is some rad @AbzuGame #fanart! :D https://t.co/bI8k8tb9ht,dang rad abzugame fanart
pos,I've been so happy lately :))))),happy lately
pos,"@mRpOrTeR7 ""This Corner"" is so fucking Dope!! Getting addicted to it..
Great Job :D",mrporter7 corner fuck dope get addict great job
pos,"@ryancavalier glad we could help, I will make sure to pass your comments on and thank you for the lovely tweet :) - IP",ryancavalier glad could help make sure pas comment thank lovely tweet ip
neg,:( well this sucks,well suck
pos,@novi9nueve no I'm not :),novi9nueve
neg,Future didn't show up :(,future show
pos,@Baldbuzzard4u :) Our shop opposite you will be open very soon too.,baldbuzzard4u shop opposite open soon
pos,Yes! Bath Bombs are back two great new products! I can't wait to order mine :) Whip me up Bag of Bombs... http://t.co/lvWKZFdFW8,yes bath bomb back two great new product wait order mine whip bag bomb
pos,"@SupportOrganize Hey Lynne, on FB the Buffer button will bring up your composer and you can Buffer an FB share. :)  -Mary",supportorganize hey lynne fb buffer button bring composer buffer fb share mary
pos,@ScreamQueenLR That's fair enough :) I wouldn't rush back either.,screamqueenlr fair enough would rush back either
pos,@ReviewResorts @outboundapp thanks for sharing! Enjoy the app! Wishing you a wicked weekend :),reviewresorts outboundapp thanks share enjoy app wish wicked weekend
pos,@davidc79 thx! And Android support in by Xmas :),davidc79 thx android support xmas
neg,@Vanessauhhh he doesn't win any :(,vanessauhhh win
neg,"@scottydoddy Hi George, I can't see that we sell this I'm afraid :( Sorry about that! Thanks, Beth",scottydoddy hi george see sell afraid sorry thanks beth
neg,oh that actually made me sad lol :(((,oh actually make sad lol
neg,"Aw :/ Angeke sbali! ""@Ami_Khang: Euuuwwww @Andile_SS Lunch. Like a real construction worker :-( http://t.co/1nPlTqukIY""",aw angeke sbali amikhang euuuwwww andiless lunch like real construction worker
pos,@NotJagath are you a member of හෙල හවුල by any chance? :D @Chevindu,notjagath member හෙල හවුල chance chevindu
neg,@shokako1104 I'm sorry :( ! What is hypercholesteloremia ? Are you ok ?,shokako1104 sorry hypercholesteloremia ok
pos,@rejectzmgc thank you so much! :),rejectzmgc thank much
pos,Hey Juaquin  : V3NZOR99 :) Want to get iPh0ne 6 for FREE? Kindly check my bi0. Thx https://t.co/ETZhxUbtKc,hey juaquin v3nzor99 want get iph0ne 6 free kindly check bi0 thx
neg,@Wolf_Stack yeah by the looks of it :(,wolfstack yeah look
pos,@tracysbakes haha thank you :) 🍰,tracysbakes haha thank 🍰
neg,@queenvause what's wrong?? :(,queenvause wrong
pos,"@GalagansIsland @Gamerboss Pretty amazing!  What the hell was I doing @ 13, oh yeah playing video games. :)",galagansisland gamerboss pretty amaze hell 13 oh yeah play video game
neg,I'm so hungry :(,hungry
neg,i rly wanna spend christmas with my relatives this yr :(,rly wan na spend christmas relative yr
pos,@TacticalWolfie Lovely. :D,tacticalwolfie lovely
neg,I need a massage :((,need massage
pos,"@liftingcoolstuf @LUCYLucyprior @acosta_uk No worries. Thanks too for the follow. We hope you have a great day, not long till the weekend :)",liftingcoolstuf lucylucyprior acostauk worry thanks follow hope great day long till weekend
neg,"Therapy was so exhausting. 
I just want to lie down somewhere but I can't. :(",therapy exhaust want lie somewhere
pos,.@FileClickPrint Thanks for following us! Have a wonderful Friday :) #FF,fileclickprint thanks follow u wonderful friday ff
neg,"＠maverickgamer_　July 24, 2015 at 07:17PM 　:(",maverickgamer july 24 2015 0717pm
pos,@twigtwisters thanks for the info :),twigtwisters thanks info
neg,I feel like I'm going to throw up :(,feel like go throw
pos,"@vickybeeching congratulations, really looking forward to the book and some good Sunday morning viewing. That's an awesome teapot BTW :-) x",vickybeeching congratulation really look forward book good sunday morning view awesome teapot btw x
neg,vidcon :(((,vidcon
neg,my throat is so so sore :((,throat sore
neg,Witnessed ! #family #trip to #goa :( https://t.co/u13lmgymTH,witness family trip goa
neg,I'm hungry and i cant make food since my brother is sleeping in the living room &gt;:(,hungry cant make food since brother sleep living room gt
neg,Gonna miss BTOB. :(,gon na miss btob
pos,"@AyaiZafri so next time you should get your fact right before making such a statement..:-)
#SelamatHariRaya http://t.co/xR1W7ZijCk",ayaizafri next time get fact right make statement selamathariraya
neg,oh my gahd get well soon Amber :( @llama_ajol,oh gahd get well soon amber llamaajol
pos,@TrevorMoran @jccaylen @ItsMikeyMurphy Combine all three and add a bit of asian and u got YOURS TRULY :) https://t.co/zRlFqQBu8d,trevormoran jccaylen itsmikeymurphy combine three add bit asian u get truly
neg,Saturday Classes! :(,saturday class
neg,@madrigalandreaa its too much  serious yun eh :(,madrigalandreaa much serious yun eh
pos,One word? :p https://t.co/pfxsm8w3eT,one word p
neg,I need to see my boys again :(,need see boy
neg,@blingmot go sleep don't stay up for the entire thing u can do more tmw!uwu...well the younger jinki and older taems one :((( all those gifs,blingmot go sleep stay entire thing u tmwuwuwell young jinki old taems one gifs
pos,"@WendyFigueira Thank you Wendy. We provide the fresh water for the area, @AnglianWater provide the drainage service. Amy :)",wendyfigueira thank wendy provide fresh water area anglianwater provide drainage service amy
pos,"at first I did love you, but now I just wanna fuck, late night thinking of you until I got a nut :-) :v

""look... http://t.co/8YhLcb16Lf",first love wan na fuck late night think get nut v look
pos,@prettyden15  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),prettyden15 follow jnlazts amp follow u back
pos,@jalilshop Visit my blog http://t.co/UzOAqroWKx thanks :D,jalilshop visit blog thanks
neg,@ShernScott I want to but I was busy moving house then I got ill... and I'm still ill  :(,shernscott want busy move house get ill still ill
neg,"♛♛♛
》》》》 
I LOVE YOU SO MUCH.
I BELİEVE THAT HE WİLL FOLLOW.
PLEASE FOLLOW ME PLEASE JUSTİN @justinbieber :( x15.334
》》》》ＳＥＥ ＭＥ
♛♛♛",♛♛♛ 》》》》 love much believe follow please follow please justin justinbieber x15334 》》》》see ♛♛♛
neg,@sainsburys guys a really unlucky one. The driver and I briefly checked eggs but my other half spotted this : ( http://t.co/WpCqJHhBVk,sainsburys guy really unlucky one driver briefly check eggs half spot
pos,"@OrchardTeaRoom @madsenjewellery thanks &amp; you are very welcome, hope it all goes brilliantly.  :)",orchardtearoom madsenjewellery thanks amp welcome hope go brilliantly
neg,@uhhAileeny What about her alien thing :(((,uhhaileeny alien thing
pos,@Lee_Chetwynd Good morning! SN16 9DG but stop following and follow signs instead as soon as you see them :),leechetwynd good morning sn16 9dg stop follow follow sign instead soon see
pos,So True!!  :)  https://t.co/N2ORwrOwhD,true
pos,Men are like power tools. They make a lot of noise but its hard to get them to work. :),men like power tool make lot noise hard get work
neg,@angelweddiy Oh dear!! :-( xx,angelweddiy oh dear xx
pos,@Objective_Neo @UMAD congrats on the launch :D,objectiveneo umad congrats launch
pos,@stuck_for_ideas Thanks for the shout out guys :),stuckforideas thanks shout guy
neg,i miss netball :((,miss netball
neg,@tokyato askip t'existes pas :(,tokyato askip texistes pa
pos,@UPCIreland Thank you. So if its a bundle shows the internet price no phone than realisticly only paying for Net?:),upcireland thank bundle show internet price phone realisticly pay net
neg,GUYS add my KIK : taknottem477 #kik #kikgirl #skype #booty #nudes #mpoints #oralsex :( http://t.co/EGpLP1eGr9,guy add kik taknottem477 kik kikgirl skype booty nude mpoints oralsex
neg,i hate waking up in the middle of my sleep :(,hate wake middle sleep
pos,"@korsikoff Strangely enough, the number of points you'll get all year too :))))",korsikoff strangely enough number point get year
neg,"The truth is, if I could be with anyone, I would still choose you. &gt;:(",truth could anyone would still choose gt
neg,She must be very tired :((,must tire
pos,@Uber_AHM and I have it :) http://t.co/sWLUm7Vtrz,uberahm
neg,@QPSmedia how awful :(,qpsmedia awful
neg,@woIfgaang yep :( exactly.,woifgaang yep exactly
pos,NBA 2K15 MyPark – The Chronicles of Gryph: Volume 3 http://t.co/bosrrkB3JU ← Click Aqui :D http://t.co/7kqgZXtdGG,nba 2k15 mypark chronicle gryph volume 3 ← click aqui
neg,@for1rose it's raining here :( but I will make sure I get a picture of him soon,for1rose rain make sure get picture soon
pos,@usher ... please follback :) I love ur voice .. and all about u ... :) hehehehe &lt;3,usher please follback love ur voice u hehehehe lt3
pos,@amiibofiguresuk looks like GAME ships to the US again! Got my order in :),amiibofiguresuk look like game ship u get order
pos,hey mom i hit a home run :),hey mom hit home run
neg,also i had a dream about joe again i just want to hug him and tell him how cute he is :(,also dream joe want hug tell cute
pos,@NautiPawz Thankies! :D It's fucking hot! :D xx,nautipawz thankies fuck hot xx
pos,watching where we are concert film :),watch concert film
pos,Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/WCuHrpnFDK.,stats day arrive 1 new follower unfollowers via
neg,@bravefrontiergl Honestly at this point I don't care about compensation. I just want to be able to play BF again. :(,bravefrontiergl honestly point care compensation want able play bf
neg,CAN SOMEONE PLEASE GIFT ME #CalibraksaEP BECAUSE I DONT HAVE ANY MONEY LEFT :( http://t.co/hOtALEUdIS,someone please gift calibraksaep dont money leave
pos,@purehaire Amen. Thanks :),purehaire amen thanks
neg,"#ZaynIsComingBackOnJuly26
Im crying,i hope zayn will come back but other side i just don't want to believe it :( http://t.co/QdYWa03z1F",zayniscomingbackonjuly26 im cryingi hope zayn come back side want believe
neg,My SNAPCHAT - AbbyMill18 #snapchat #snapchatme #wet #sex #sexy #indiemusic #hotels :( http://t.co/5OLTvTAO95,snapchat abbymill18 snapchat snapchatme wet sex sexy indiemusic hotel
pos,Hallo :) http://t.co/ZuvvBbxiMR,hallo
pos,@siany30 Thank you for coming last night! Was great to see you :),siany30 thank come last night great see
pos,We have massage appointments available for tomorrow morning in #Burnley. Give us a call to book in :) 01282 453 110,massage appointment available tomorrow morning burnley give u call book 01282 453 110
