label,text,clean_text,len_before_chars,len_after_chars
pos,"""Day In Life""-video uppe om 60 minuter! :D",day lifevideo uppe om 60 minuter,42,32
pos,That awkward moment when you feel that you got abs Because you can't stop laughing reading @ExcuseThePuns_ 's tweets :D,awkward moment feel get abs cant stop laugh read excusethepuns tweet,119,68
pos,@sugarplumsteve or she can just win bob :) :),sugarplumsteve win bob,45,22
pos,"@ZedDBA It was ""Currys"". They were close to home. :)",zeddba curry close home,52,23
neg,i wanted to stay up till infinite's win but it's 5:30am already :(,want stay till infinites win 530am already,66,42
pos,@alElizabeth Appreciate the follow :) have you heard of our botanical soaps?,alelizabeth appreciate follow heard botanical soap,76,50
pos,drama korea 49 days.:),drama korea 49 day,22,18
neg,Having boring time :( don't know what to do.....,boring time dont know,48,21
neg,@daddyksoo and yes its been a while vicky omg :-(((((,daddyksoo yes vicky omg,53,23
neg,Ugh :( My head hurts.,ugh head hurt,21,13
pos,@justinbieber it makesme happy to see this :) keep smiling we love u,justinbieber makesme happy see keep smile love u,68,48
neg,@LaEtchi unfortunately yours smells like doo doo :(,laetchi unfortunately smell like doo doo,51,40
neg,@ellegowers ahaha I'm laying on my bed like WHYYYYYY. The pretty wine glasses sucked me in :(,ellegowers ahaha im lay bed like whyyyyyy pretty wine glass suck,93,64
pos,"You always be part of me, I am part of you and defenitely...♬ @MOHDBINTANG :p",always part part defenitely♬ mohdbintang p,77,42
neg,@Aimeemuthoni I miss you :( Still in Juja?,aimeemuthoni miss still juja,42,28
pos,"@BigMammaJosie lil bitch, Heiya, visit my site if u wanna grab a FREE 30.000 8 Ball Pool Coins. Thank you :)",bigmammajosie lil bitch heiya visit site u wan na grab free 30000 8 ball pool coin thank,108,88
pos,Gym Monday can't wait :). Likes,gym monday cant wait like,31,25
pos,@basementgalaxy Ping! I'm watching your TL like a hawk! :D,basementgalaxy ping im watch tl like hawk,58,41
neg,"@ollgbroxei sc, longe :(",ollgbroxei sc longe,24,19
pos,"hot cosplayers: :)
hot cosplayers that kiss in ur fav pairing: 8)",hot cosplayers hot cosplayers kiss ur fav pair 8,65,48
pos,@sagar_meenakshi @neha8192 @AshviniYardi Hoping for a Grand SidNi Remarriage on the occasion of 1 year completion!! Congratulations! :),sagarmeenakshi neha8192 ashviniyardi hop grand sidni remarriage occasion 1 year completion congratulation,135,105
neg,Oh how horrific :( https://t.co/IObpbythB8,oh horrific httpstcoiobpbythb8,42,30
pos,@ungiftedfuck thanks :),ungiftedfuck thanks,23,19
pos,@lvshak @AllysonMarty anytime :),lvshak allysonmarty anytime,32,27
pos,@itsmebianca_01 thank you! :),itsmebianca01 thank,29,19
neg,"@CherylWalmsley hmmm, they always have so much sugar in them, I rarely make them. Sorry I couldn't help. :(",cherylwalmsley hmmm always much sugar rarely make sorry couldnt help,107,68
neg,@celine_s16 I don't think you would like the answer to this question :(,celines16 dont think would like answer question,71,47
pos,Congrats to all of us ! :D https://t.co/qZm1Hbxtha,congrats u httpstcoqzm1hbxtha,50,29
pos,We are thrilled to be on our first international assignment as aerial camera operators....Wales here we come #Boom : ) Never forget to smile,thrill first international assignment aerial camera operatorswales come boom never forget smile,140,95
pos,@reporterroya Read some reviews and it sounds awesome. Thanks for the suggestion :),reporterroya read review sound awesome thanks suggestion,83,56
pos,Goodbye twitter. I will not be there for a long time. :),goodbye twitter long time,56,25
neg,@boutagirrl I asked my sister and she said no and neither of my parents have it so like :-(,boutagirrl ask sister say neither parent like,91,45
pos,Last day at work! This time for real :D No more summer jobs! But school starts in three weeks :/ #mysummer #happy,last day work time real summer job school start three week mysummer happy,113,73
neg,@selenagomez i miss your tweet spree oh :(,selenagomez miss tweet spree oh,42,31
pos,"Waiting patiently for mr. crush :) but first, let me go to sleep 😴",wait patiently mr crush first let go sleep 😴,66,44
neg,please bring me back :( http://t.co/BLZEq3EqBe,please bring back httptcoblzeq3eqbe,46,35
neg,what usually happens :( https://t.co/6o3ZgNOnvh,usually happen httpstco6o3zgnonvh,47,33
neg,@lukepottermusic u did not greet me on my birthday :( i even dmed u :'(,lukepottermusic u greet birthday even dmed u,71,44
pos,Aww! Thank you. Beautiful pic :D  https://t.co/044Hfi99Rc,aww thank beautiful pic httpstco044hfi99rc,57,42
neg,@KOVENuk Aww. Poor frog :(,kovenuk aww poor frog,26,21
neg,I rlyyyy wanna get my septum pierced but my mum won't let me :(,rlyyyy wan na get septum pierce mum wont let,63,44
neg,Looking for fun? KIK : slacke565 #kik #kikmeguys #blonde #kikchat #sexy #mpoints #kiksexting :( http://t.co/LReixn2h5o,look fun kik slacke565 kik kikmeguys blonde kikchat sexy mpoints kiksexting httptcolreixn2h5o,118,93
neg,@GODDAMMlT SRSLY FUCK U UNFOLLOWER HOPE UR FUTURE CHILD UNPARENTS U &gt;:-(,goddammlt srsly fuck u unfollower hope ur future child unparents u gt,75,69
pos,Here's a cute panda to make your day! :) http://t.co/jeVWqXIK1r http://t.co/DIL4YjCadQ,here cute panda make day httptcojevwqxik1r httptcodil4yjcadq,86,60
neg,@tmhcuddly awwww KATEKYN :( I wish you could get it back,tmhcuddly awwww katekyn wish could get back,56,43
neg,can't go back to sleep :((,cant go back sleep,26,18
pos,@MegAnDrewsGlobe @outboundapp thanks for sharing! Enjoy the app! Wishing you a wicked weekend :),megandrewsglobe outboundapp thanks share enjoy app wish wicked weekend,96,70
pos,"To cleanse the scam ridden body Vyapam going to be renamed.
What an idea!!! :D:D",cleanse scam ridden body vyapam go rename idea dd,80,49
pos,Off to Stockholm to see @EllinorKronsell tonight :) :*,stockholm see ellinorkronsell tonight,54,37
pos,@EricJLyman @USATODAY @Peirce77 @shawshanck @BicyclistAbroad Thanks Eric for the mention. ou may not have wanted to do that considering.. :),ericjlyman usatoday peirce77 shawshanck bicyclistabroad thanks eric mention ou may want consider,140,96
neg,@Ironlings_  Sorry Mr 25 :(,ironlings sorry mr 25,27,21
neg,It's because too broke for the bomb weave I want. :(,break bomb weave want,52,21
neg,"@mermaid_bl00d haha aw, I miss you too! Haven't seen you for agessss :(((",mermaidbl00d haha aw miss havent see agessss,73,44
neg,"@neillcameron aw man, get better soon :(",neillcameron aw man get good soon,40,33
pos,@bbc PICK ME PLEASE! :) http://t.co/SOv2AdwnBd,bbc pick please httptcosov2adwnbd,46,33
neg,Having a bad headache right before a trip :(,bad headache right trip,44,23
pos,Oh lovely lovelayyy! Thanks! It is ok about the kidney.. I don't want it anyway. :p https://t.co/ZbO0cjqhzG,oh lovely lovelayyy thanks ok kidney dont want anyway p httpstcozbo0cjqhzg,107,74
pos,@sehunshinedaily if it makes u feel better i never have nor will see anyone in kpop in the flesh :D,sehunshinedaily make u feel well never see anyone kpop flesh,99,60
pos,"New phone, today was cool :)",new phone today cool,28,20
pos,"Have a blessed friday :)
#جمعة_مباركة",bless friday جمعةمباركة,37,23
pos,Dang that is some rad @AbzuGame #fanart! :D https://t.co/bI8k8tb9ht,dang rad abzugame fanart httpstcobi8k8tb9ht,67,43
pos,I've been so happy lately :))))),ive happy lately,32,16
pos,"@mRpOrTeR7 ""This Corner"" is so fucking Dope!! Getting addicted to it..
Great Job :D",mrporter7 corner fuck dope get addict great job,83,47
pos,"@ryancavalier glad we could help, I will make sure to pass your comments on and thank you for the lovely tweet :) - IP",ryancavalier glad could help make sure pas comment thank lovely tweet ip,118,72
neg,:( well this sucks,well suck,18,9
pos,@novi9nueve no I'm not :),novi9nueve im,25,13
neg,Future didn't show up :(,future didnt show,24,17
pos,@Baldbuzzard4u :) Our shop opposite you will be open very soon too.,baldbuzzard4u shop opposite open soon,67,37
pos,Yes! Bath Bombs are back two great new products! I can't wait to order mine :) Whip me up Bag of Bombs... http://t.co/lvWKZFdFW8,yes bath bomb back two great new product cant wait order mine whip bag bomb httptcolvwkzfdfw8,128,93
pos,"@SupportOrganize Hey Lynne, on FB the Buffer button will bring up your composer and you can Buffer an FB share. :)  -Mary",supportorganize hey lynne fb buffer button bring composer buffer fb share mary,121,78
pos,@ScreamQueenLR That's fair enough :) I wouldn't rush back either.,screamqueenlr thats fair enough wouldnt rush back either,65,56
pos,@ReviewResorts @outboundapp thanks for sharing! Enjoy the app! Wishing you a wicked weekend :),reviewresorts outboundapp thanks share enjoy app wish wicked weekend,94,68
pos,@davidc79 thx! And Android support in by Xmas :),davidc79 thx android support xmas,48,33
neg,@Vanessauhhh he doesn't win any :(,vanessauhhh doesnt win,34,22
neg,"@scottydoddy Hi George, I can't see that we sell this I'm afraid :( Sorry about that! Thanks, Beth",scottydoddy hi george cant see sell im afraid sorry thanks beth,98,63
neg,oh that actually made me sad lol :(((,oh actually make sad lol,37,24
neg,"Aw :/ Angeke sbali! ""@Ami_Khang: Euuuwwww @Andile_SS Lunch. Like a real construction worker :-( http://t.co/1nPlTqukIY""",aw angeke sbali amikhang euuuwwww andiless lunch like real construction worker httptco1npltqukiy,119,96
pos,@NotJagath are you a member of හෙල හවුල by any chance? :D @Chevindu,notjagath member හෙල හවුල chance chevindu,67,41
neg,@shokako1104 I'm sorry :( ! What is hypercholesteloremia ? Are you ok ?,shokako1104 im sorry hypercholesteloremia ok,71,44
pos,@rejectzmgc thank you so much! :),rejectzmgc thank much,33,21
pos,Hey Juaquin  : V3NZOR99 :) Want to get iPh0ne 6 for FREE? Kindly check my bi0. Thx https://t.co/ETZhxUbtKc,hey juaquin v3nzor99 want get iph0ne 6 free kindly check bi0 thx httpstcoetzhxubtkc,106,83
neg,@Wolf_Stack yeah by the looks of it :(,wolfstack yeah look,38,19
pos,@tracysbakes haha thank you :) 🍰,tracysbakes haha thank 🍰,32,24
neg,@queenvause what's wrong?? :(,queenvause whats wrong,29,22
pos,"@GalagansIsland @Gamerboss Pretty amazing!  What the hell was I doing @ 13, oh yeah playing video games. :)",galagansisland gamerboss pretty amaze hell 13 oh yeah play video game,107,69
neg,I'm so hungry :(,im hungry,16,9
neg,i rly wanna spend christmas with my relatives this yr :(,rly wan na spend christmas relative yr,56,38
pos,@TacticalWolfie Lovely. :D,tacticalwolfie lovely,26,21
neg,I need a massage :((,need massage,20,12
pos,"@liftingcoolstuf @LUCYLucyprior @acosta_uk No worries. Thanks too for the follow. We hope you have a great day, not long till the weekend :)",liftingcoolstuf lucylucyprior acostauk worry thanks follow hope great day long till weekend,140,91
neg,"Therapy was so exhausting. 
I just want to lie down somewhere but I can't. :(",therapy exhaust want lie somewhere cant,77,39
pos,.@FileClickPrint Thanks for following us! Have a wonderful Friday :) #FF,fileclickprint thanks follow u wonderful friday ff,72,50
neg,"＠maverickgamer_　July 24, 2015 at 07:17PM 　:(",＠maverickgamer july 24 2015 0717pm,44,34
pos,@twigtwisters thanks for the info :),twigtwisters thanks info,36,24
neg,I feel like I'm going to throw up :(,feel like im go throw,36,21
pos,"@vickybeeching congratulations, really looking forward to the book and some good Sunday morning viewing. That's an awesome teapot BTW :-) x",vickybeeching congratulation really look forward book good sunday morning view thats awesome teapot btw x,139,105
neg,vidcon :(((,vidcon,11,6
neg,my throat is so so sore :((,throat sore,27,11
neg,Witnessed ! #family #trip to #goa :( https://t.co/u13lmgymTH,witness family trip goa httpstcou13lmgymth,60,42
neg,I'm hungry and i cant make food since my brother is sleeping in the living room &gt;:(,im hungry cant make food since brother sleep living room gt,86,59
neg,Gonna miss BTOB. :(,gon na miss btob,19,16
pos,"@AyaiZafri so next time you should get your fact right before making such a statement..:-)
#SelamatHariRaya http://t.co/xR1W7ZijCk",ayaizafri next time get fact right make statement selamathariraya httptcoxr1w7zijck,130,83
neg,oh my gahd get well soon Amber :( @llama_ajol,oh gahd get well soon amber llamaajol,45,37
pos,@TrevorMoran @jccaylen @ItsMikeyMurphy Combine all three and add a bit of asian and u got YOURS TRULY :) https://t.co/zRlFqQBu8d,trevormoran jccaylen itsmikeymurphy combine three add bit asian u get truly httpstcozrlfqqbu8d,128,94
neg,Saturday Classes! :(,saturday class,20,14
neg,@madrigalandreaa its too much  serious yun eh :(,madrigalandreaa much serious yun eh,48,35
pos,One word? :p https://t.co/pfxsm8w3eT,one word p httpstcopfxsm8w3et,36,29
neg,I need to see my boys again :(,need see boy,30,12
neg,@blingmot go sleep don't stay up for the entire thing u can do more tmw!uwu...well the younger jinki and older taems one :((( all those gifs,blingmot go sleep dont stay entire thing u tmwuwuwell young jinki old taems one gifs,140,84
pos,"@WendyFigueira Thank you Wendy. We provide the fresh water for the area, @AnglianWater provide the drainage service. Amy :)",wendyfigueira thank wendy provide fresh water area anglianwater provide drainage service amy,123,92
pos,"at first I did love you, but now I just wanna fuck, late night thinking of you until I got a nut :-) :v

""look... http://t.co/8YhLcb16Lf",first love wan na fuck late night think get nut v look httptco8yhlcb16lf,136,72
pos,@prettyden15  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),prettyden15 follow jnlazts amp httptcorcvcyyo0iq follow u back,75,62
pos,@jalilshop Visit my blog http://t.co/UzOAqroWKx thanks :D,jalilshop visit blog httptcouzoaqrowkx thanks,57,45
neg,@ShernScott I want to but I was busy moving house then I got ill... and I'm still ill  :(,shernscott want busy move house get ill im still ill,89,52
neg,"♛♛♛
》》》》 
I LOVE YOU SO MUCH.
I BELİEVE THAT HE WİLL FOLLOW.
PLEASE FOLLOW ME PLEASE JUSTİN @justinbieber :( x15.334
》》》》ＳＥＥ ＭＥ
♛♛♛",♛♛♛ 》》》》 love much beli̇eve wi̇ll follow please follow please justi̇n justinbieber x15334 》》》》ｓｅｅ ｍｅ ♛♛♛,131,104
neg,@sainsburys guys a really unlucky one. The driver and I briefly checked eggs but my other half spotted this : ( http://t.co/WpCqJHhBVk,sainsburys guy really unlucky one driver briefly check eggs half spot httptcowpcqjhhbvk,134,87
pos,"@OrchardTeaRoom @madsenjewellery thanks &amp; you are very welcome, hope it all goes brilliantly.  :)",orchardtearoom madsenjewellery thanks amp welcome hope go brilliantly,101,69
neg,@uhhAileeny What about her alien thing :(((,uhhaileeny alien thing,43,22
pos,@Lee_Chetwynd Good morning! SN16 9DG but stop following and follow signs instead as soon as you see them :),leechetwynd good morning sn16 9dg stop follow follow sign instead soon see,107,74
